date,NBUW,DXBT,KPEL,JMDX,PHRL,QIAO,ZLZM,WJIN,NOKG,JFAI,DQMQ,JTRD,YSCS,TKAD,PFBO,GGUX,YMWW,OVCY,GTIY,BMZL,FLGY,VRMZ,RMSX,KZER,ZURV,UTPJ,FUNW,RFYJ,BNKK,DSJS,IRMF,IRZY,PBDJ,WKXL,BUFI,RPWC,QEAM,UIGI,MKAP,PMFE,NTIW,DGUN,KXPJ,INDR,LZYJ,GLBF,TVXF,STHM,FZPF,DIIJ,HCUY,JKNN,TCUN,ROEQ,KTTB,BTLQ,FCHX,RVSY,KTAD,NZST,YKPU,OZDD,FFBX,IHRO,LRAW,HRMI,FIXI,KFZA,PVNQ,PIVW,ZDSW,MVLW,VDCL,WATA,GUUW,HLOI,SBCP,QIJN,IWYW,FIEP,GGFP,OWQF,RWHY,PTHJ,IHXT,CCOD,WJIV,ZFIF,YGUK,WBDC,NNKR,KZFJ,YCTF,MIXE,HQXF,VPCN,CYIQ,EVDG,CNPB,WQGP,Total,Day,Weekday,WeekYear
2011/01/05,15277.83,15128.04,15277.83,14678.69,15427.6,15277.82,15277.83,15876.95,15277.83,14978.26,14828.47,15128.04,14678.69,15427.6,15128.04,14828.47,14978.26,15277.82,14678.69,14528.91,14229.35,15427.6,15128.04,14828.48,14678.69,15128.03,15427.6,15577.39,15427.61,14229.34,14678.69,15128.04,14379.12,15577.38,15128.04,14978.26,14828.47,14828.47,15128.04,14828.48,15277.82,14978.26,15427.6,14079.56,14978.26,14978.26,14828.47,15277.82,15277.82,15577.38,14678.69,14978.26,15277.82,15277.83,14828.48,14379.12,15727.16,14678.69,14828.48,14978.26,14678.69,14828.47,15427.61,14978.26,15128.04,14978.26,14978.26,14528.91,14828.48,14978.25,14079.56,14528.91,15427.61,14678.69,14978.25,15128.05,14229.34,15277.83,14978.26,15427.6,14229.35,14379.13,14978.25,14828.47,14678.69,14978.25,14978.26,15128.04,14678.7,14828.48,14828.48,15277.82,15427.6,15577.39,14528.91,14678.69,14828.47,15128.04,14379.13,14678.68,1496926.9899999995,370,2,01
2011/01/06,14980.43,15130.24,15429.85,14680.83,14680.83,14830.63,15130.24,14980.44,13931.8,15579.65,14680.83,15579.65,14830.63,15280.05,14231.41,15429.85,14081.61,14980.44,15579.66,15130.24,14980.43,15729.46,15280.04,14830.63,13782,14531.03,15280.05,15280.04,15579.65,14531.03,14231.41,14980.44,15280.05,15130.25,15579.66,15130.24,15729.46,15280.05,14980.44,14830.63,15429.85,15429.85,14830.63,15579.65,14680.83,14680.82,14381.22,15280.04,14980.44,15280.05,15429.85,14680.83,14830.63,14531.02,14531.02,14680.83,14381.23,14980.44,15130.24,14980.44,14980.44,15130.24,14381.21,15280.05,14980.43,14980.43,14680.82,13931.81,14531.02,14830.63,15879.27,14980.43,15130.24,14980.43,15429.85,14980.43,14531.03,14531.02,14531.02,14680.83,14980.43,15130.24,15579.66,15280.05,15429.85,14531.03,14680.83,15429.85,14680.83,15429.85,15429.85,15879.26,14531.02,15130.24,14680.83,15280.05,15429.85,14531.02,14830.63,15130.25,1498193.4600000002,371,3,01
2011/01/07,14381.77,14681.39,14981.01,14831.2,15730.06,14231.96,15130.82,15280.63,15130.82,14831.2,15430.44,14681.39,14381.77,14231.96,15280.63,15730.06,14082.15,15730.06,14831.2,14681.39,14531.58,14681.39,14981.01,15280.63,15879.87,15130.82,14381.77,15580.25,14531.58,15730.06,15730.06,14981.01,14681.39,14831.2,15580.25,14981.01,15430.44,14831.2,14981.01,15130.82,14831.2,14531.58,15580.25,14531.58,14981.01,15879.87,15280.63,14681.39,15280.63,14981.01,15280.63,14831.2,15130.82,14681.39,14981.01,15580.25,15280.63,15280.63,15280.63,14981.01,14681.39,14231.96,14231.96,15130.82,16029.68,14831.2,14681.39,14681.39,15130.82,14231.96,15730.06,15130.82,14981.01,15730.06,14531.58,15130.82,13932.34,14681.39,15280.63,16029.68,15280.63,14381.77,14681.39,15280.63,15430.44,15430.44,15280.63,15430.44,14681.39,14981.01,14831.2,15430.44,14082.15,15130.82,15130.82,14981.01,14681.39,14531.58,15280.63,14831.2,1500797.579999999,372,4,01
2011/01/08,13783.02,15131.36,14532.1,15281.18,15131.36,14532.1,15131.37,14232.47,14981.55,15580.81,14981.54,14981.55,14082.65,14382.28,14532.1,14981.54,14831.73,14981.54,14981.54,15430.99,15580.81,14981.55,15131.36,14981.55,14232.47,15281.17,14981.54,15880.44,15580.81,14981.54,14981.55,15430.99,15131.36,15281.17,15281.17,14382.28,14532.1,15281.18,14981.55,14382.28,15580.81,15131.36,14831.73,14981.55,14532.1,15730.63,15281.18,14681.92,14831.73,14532.1,14981.54,14532.1,14681.91,14532.1,14532.1,14232.47,15880.43,14082.65,14831.73,14681.92,15430.99,15580.8,14981.55,14831.73,15281.18,15431,14382.29,14382.28,15430.99,14382.28,15281.17,15580.81,14232.47,15281.18,14681.91,14831.73,15281.17,14981.55,15431,15131.36,16329.89,14981.55,15281.17,15580.8,14831.73,14981.54,15431,15131.36,14981.55,14831.73,14831.73,15430.99,14831.73,15730.63,14681.91,15430.99,14831.73,14981.54,14831.73,14382.28,1498004.73,373,5,01
2011/01/09,14084.72,14833.91,14684.07,14983.75,14234.56,14983.76,14983.75,14983.75,15583.09,14983.74,15583.1,13934.89,15732.94,14534.24,15882.78,14234.57,15583.1,15133.59,16032.62,14384.4,15732.94,15133.59,14684.07,14833.91,15433.27,14983.76,14983.75,15283.42,15433.26,15133.59,15133.59,16182.45,15133.6,15583.11,13785.05,15283.43,15732.94,14833.92,14684.08,15882.78,14983.75,14384.4,14983.75,15133.59,14534.24,15433.26,14833.92,16032.61,14983.75,14684.08,14684.08,16332.28,14534.24,14983.75,14983.75,15133.6,14234.57,15732.94,15433.26,14833.91,13934.89,15433.27,15433.25,15732.94,15133.59,14534.23,14983.75,13785.05,15732.94,14983.76,15133.59,15433.26,15133.58,14983.75,14833.92,14534.23,14384.41,15433.26,15433.26,14833.92,15133.58,14983.75,14983.76,14534.24,14833.91,15133.6,14983.75,14833.91,15133.58,15583.1,15133.59,15433.26,15133.59,15133.58,15433.27,14983.75,14983.75,15283.43,13785.05,15732.95,1505117.82,374,6,01
2011/01/10,14833.37,14683.53,14533.7,15282.86,15133.02,15582.52,15133.03,14833.36,15732.36,16181.86,15133.02,15282.86,15282.86,16181.85,14833.36,15282.85,15882.19,14683.52,15282.85,14983.19,14084.2,14234.03,15282.86,14234.04,14533.7,14833.36,15432.69,14234.04,15133.03,14683.52,15133.03,14983.19,15133.02,14533.69,15133.02,15133.03,15282.85,14383.86,14683.53,14983.19,14983.19,14383.86,15432.69,14383.87,14833.36,15432.7,14533.7,15133.03,15282.86,15282.85,14383.86,15582.53,14833.36,14234.04,15133.03,14833.35,14983.18,15432.69,15133.03,15882.19,14983.19,15133.02,15282.87,15582.52,15582.52,15582.53,14833.37,14983.19,15133.03,15282.85,15133.02,15582.53,15432.7,14983.2,14983.19,14533.7,14983.18,15133.03,14983.2,14983.19,14833.37,16032.02,14833.35,15133.02,14383.87,14983.19,15133.03,14983.2,15732.36,14983.2,14533.7,14683.53,15133.02,15432.7,14383.86,14683.53,14833.36,14383.86,14683.53,14983.18,1502814.32,375,0,02
2011/01/11,15135.46,14685.89,15285.31,15435.17,15135.46,14386.18,14835.74,14386.18,15435.16,15585.02,15585.03,15135.46,15285.31,14536.03,14835.75,14835.75,14685.89,14236.33,15285.32,14985.61,14985.6,14536.03,14835.74,14835.74,14536.04,15285.32,15135.46,14685.89,14835.75,14536.04,14835.74,14386.18,14536.04,15135.47,14386.18,14536.03,14536.04,14835.75,14685.89,15435.17,15135.46,15585.03,14985.61,14985.6,15135.46,14236.32,14685.89,14985.6,14835.75,14386.18,15135.46,15135.46,15435.17,15135.46,15285.31,14536.04,15585.04,15285.32,14835.75,14536.03,15285.31,14835.75,15585.02,15884.74,15285.31,14236.32,15135.45,14386.18,16034.59,14985.61,14835.75,14985.6,14835.74,14536.03,15285.32,14835.74,16034.6,14985.6,14685.89,14985.61,14835.74,15435.17,15285.32,14985.61,15135.46,14386.18,15435.17,14835.74,14835.74,14536.03,15285.31,14536.03,14985.6,14835.74,14985.6,14536.04,15585.03,15285.32,15135.46,14985.61,1496612.1500000008,376,1,02
2011/01/12,15135.65,14536.22,14536.22,14536.22,14536.22,15435.37,15435.37,15585.23,15135.66,14686.08,14536.22,14985.8,14835.94,14835.94,14985.8,14686.08,15884.94,14835.94,14386.36,14686.08,14985.8,15135.65,14835.94,14985.8,15135.65,14835.94,14985.79,15435.37,14686.08,14686.08,15135.65,15285.51,15585.23,14686.08,15135.65,14835.94,15435.37,14686.08,15435.37,15735.09,14985.8,14686.08,14686.08,15135.65,14536.22,14985.8,14985.79,15585.23,13936.79,14985.79,14835.94,15585.23,15135.65,14686.08,15735.09,15135.65,14835.93,15285.51,14686.08,14536.22,14835.94,15135.65,14686.08,15135.65,14386.36,14686.08,14236.51,15285.51,15135.65,13637.07,15135.65,15135.65,16034.8,15135.65,14835.94,14835.94,15735.08,15135.65,14835.94,15884.94,15585.23,14236.51,14236.5,15135.65,15585.23,15135.65,14536.22,15884.94,14835.94,14386.37,14536.22,14985.8,15285.51,14686.08,14686.08,14835.94,14835.94,14835.94,14985.8,15435.37,1497380.6799999992,377,2,02
2011/01/13,15286.48,14836.87,14687.01,15286.48,15885.94,14687,15286.48,15286.47,14986.74,15286.48,14537.14,14986.74,15286.48,15286.48,14387.27,14836.87,14687.01,15586.21,14687,15436.34,15286.48,14986.74,14537.14,15586.21,14836.87,15286.47,14537.14,15286.48,14986.74,14836.87,15586.21,14986.74,15436.34,14986.74,14986.74,15436.34,15436.34,14836.87,15586.21,15286.48,15286.48,14986.74,15136.61,14836.87,15286.48,15286.48,14687.01,14986.74,15436.34,14986.74,14986.74,14836.87,14986.74,15136.61,14986.74,15736.08,14836.87,15286.47,15136.61,14687.01,15286.48,15136.61,15436.35,14537.14,15436.34,15736.08,14986.74,14836.87,15136.61,14836.87,14836.87,14986.74,15286.48,15885.95,15136.61,15136.61,14387.27,15586.21,14087.54,14687,13637.94,14537.14,15136.61,14836.87,15136.61,14237.4,14387.27,15885.95,15586.21,15436.34,15136.61,15436.34,14986.74,15136.61,15136.61,15136.61,15286.47,15436.34,14836.87,14986.74,1507216.5200000005,378,3,02
2011/01/14,14988.64,14838.75,15138.52,14688.87,14688.87,15138.53,14389.09,14089.32,15138.52,14988.63,14688.87,14389.09,14988.64,15588.19,14838.75,15438.3,15887.96,14988.64,15138.53,14988.64,14239.21,14988.64,15288.41,14389.09,14089.32,15138.53,14688.87,14389.09,14538.98,15738.08,15138.52,14988.64,15288.42,14389.1,14988.64,14988.64,15588.19,14239.21,15887.96,15588.18,15588.18,14988.64,15588.19,14688.86,14538.98,14988.63,15288.41,14838.75,14538.98,14688.87,14538.98,14239.2,15438.3,15288.41,15138.53,14988.65,14239.22,15138.53,14838.75,14988.64,14538.98,15588.19,15588.18,14838.76,15138.52,15288.41,15438.29,15138.53,14538.98,15438.3,14988.64,14838.75,15288.41,14838.75,14089.33,14838.75,14538.99,15438.3,15138.52,15138.53,13939.43,15588.18,14239.21,15887.96,14838.75,14838.76,14838.75,14838.75,15438.3,14089.32,14838.75,15138.53,14838.76,14838.75,14538.98,14988.64,14538.98,14688.87,14538.98,15288.42,1493617.95,379,4,02
2011/01/15,14988.19,14838.31,14688.42,15138.07,14838.3,15587.71,14988.19,14988.18,14388.67,14988.19,14688.42,13639.25,14838.3,15437.83,15737.59,14538.54,14988.19,14388.65,15437.82,15138.06,15737.6,15737.59,15287.95,14688.43,15138.07,14988.18,14838.3,15437.84,14538.54,15287.94,14988.19,14988.19,14988.18,15138.06,14688.42,14238.78,14088.89,14088.89,15287.95,14988.19,15287.95,14988.18,14838.3,15138.07,14838.3,14538.55,15887.47,15587.71,14838.3,15138.06,15138.07,14688.43,14688.42,15138.07,14238.78,14538.53,15437.82,15287.95,14838.3,14388.66,15437.83,14988.18,15287.96,15737.59,15737.6,14238.78,15287.96,14238.78,14838.3,15287.94,14388.65,14838.31,14538.55,14688.42,15587.71,14688.43,14838.3,14238.78,15437.84,15287.95,15437.84,14838.31,14538.53,15737.59,14988.19,14688.42,14838.31,14688.42,15437.84,14988.19,15287.95,14688.42,14988.18,15287.96,14688.42,15287.95,14988.18,15138.07,15138.07,14988.18,1497169.8599999999,380,5,02
2011/01/16,15140.63,14990.72,14690.91,14690.91,14990.73,15140.64,15140.63,15140.64,15440.44,15590.35,13791.47,14690.91,14091.28,14690.91,14840.82,14990.73,14241.19,14391.1,14541.01,15290.54,14690.91,15590.36,14690.91,15290.54,14840.82,15440.45,14690.91,14541,14840.82,15740.27,15140.63,14690.91,13791.47,14541.01,14840.82,14990.73,14391.1,14541.01,15890.17,15290.54,14990.73,14690.91,15590.36,15440.45,15440.45,15140.63,15140.64,14840.82,14690.91,15890.18,14391.1,14990.72,15140.64,14241.19,15440.45,14990.73,14990.74,14541.01,14990.73,14541,14541,15290.55,14990.72,14840.82,14840.82,14541,15290.54,14840.82,14690.91,15740.27,15290.55,15440.44,14840.81,14541,15890.18,14840.81,14690.92,14990.72,14990.72,14690.92,14541,14241.19,14990.73,15140.64,15590.35,15590.36,15140.63,14990.72,14990.72,14541,15590.35,14990.73,15590.36,15740.26,16040.08,14091.29,14840.82,15140.64,14690.91,14241.2,1495624.8299999994,381,6,02
2011/01/17,15590.22,14840.69,14690.78,16189.84,14990.59,15440.31,14241.07,14990.59,14990.6,14840.69,15290.4,15440.31,15140.5,15140.5,15140.5,14091.16,15140.5,14690.78,14990.59,14840.69,14540.88,15440.31,15140.5,15740.13,15290.41,14540.87,15290.41,14091.16,14840.69,14690.78,14840.69,14990.59,14990.59,14990.59,15140.5,14540.88,14690.78,15290.41,14840.69,14840.69,14840.69,14540.88,15290.4,15590.22,15590.22,14690.79,15440.31,15590.22,15440.31,14990.59,15290.41,14990.6,14990.59,15890.03,14390.97,15590.21,14990.59,14540.88,14990.6,14540.88,14241.07,14540.87,14990.6,15590.22,14540.88,13941.26,14840.69,14990.59,15290.41,14241.06,14990.59,15440.31,14840.69,14540.88,14241.06,15440.32,15140.5,15140.5,14390.97,14690.78,15140.51,15740.13,15740.12,13491.53,14390.97,14690.78,15740.13,14241.07,14840.69,15140.5,14690.78,15290.41,14390.97,15590.22,15590.22,14540.88,15290.4,15440.31,15290.41,15140.5,1498160.0299999996,382,0,03
2011/01/18,14991.95,14842.03,14692.11,15291.79,15291.79,14242.36,14542.2,14991.95,14842.03,15591.63,14842.03,14692.11,15141.87,14991.95,15291.79,14692.11,15891.47,15141.87,16341.23,14092.44,14692.11,14991.95,14692.11,14991.95,15591.63,14542.19,14392.28,14692.11,15291.79,14991.95,14991.95,14692.11,15141.87,14842.03,14542.19,14542.19,14242.36,14842.03,14991.95,14542.19,14542.19,15141.87,15741.55,14392.28,14542.19,15141.87,14842.03,15291.79,14542.19,14692.11,14991.95,14991.95,14692.11,15141.87,15591.63,15591.63,14842.03,14991.95,15441.71,15141.87,15141.87,14692.11,13942.52,14842.03,14392.28,15441.71,14542.2,15291.79,14242.36,14692.11,14991.95,14991.95,13942.52,14991.95,15141.87,15741.55,15891.47,14842.03,14692.11,14392.28,14842.03,15591.63,14392.27,15141.87,14692.11,14991.95,15441.71,15141.87,15291.79,14842.03,15591.63,15291.79,14692.11,14991.95,14392.28,15291.79,14991.95,13942.52,15441.71,15591.63,1494397.7000000002,383,1,03
2011/01/19,14843.55,14543.68,15443.29,16043.03,15143.42,14693.62,15293.35,14243.81,15143.41,14393.74,15743.16,14693.61,15443.29,15593.22,15293.35,15443.29,15293.35,14093.88,15143.42,14843.55,14693.61,14693.61,14243.81,15593.22,14843.55,15743.16,14543.68,14843.55,15143.42,14843.55,16043.03,14543.68,14393.75,15293.36,14993.49,15143.42,14543.68,15893.09,14693.61,14693.61,14543.68,14693.62,14843.55,14843.55,15293.35,15143.41,14843.55,15293.35,14993.48,14843.55,15143.42,14843.55,14843.55,15293.35,14843.55,15143.42,14393.75,14993.48,15143.42,15143.42,14693.61,14543.68,14993.48,14693.62,15293.35,15443.28,14693.61,16043.03,15293.35,14393.75,14693.62,15443.29,15293.35,14843.55,15293.36,14993.48,15443.29,14843.55,14993.48,15743.16,14693.61,15293.35,13943.94,15593.23,14843.55,15443.29,14843.55,14843.55,14993.48,14093.87,14243.81,14993.48,15593.22,14693.61,15593.22,14393.75,14393.75,14843.55,14993.48,14693.62,1498598.7000000014,384,2,03
2011/01/20,14993.24,15143.17,14843.31,15443.03,15293.1,14093.64,15293.11,15143.17,14843.31,15143.17,15143.16,14993.23,14693.37,15443.03,15143.17,14393.5,15143.17,14843.3,15293.09,14693.37,14693.37,14693.37,14393.51,15443.04,14693.37,15293.09,14993.23,15892.84,15293.1,14993.23,15443.03,15443.03,15443.03,15742.89,14843.3,15293.1,15443.03,14543.44,14843.3,15143.17,14243.57,14843.3,15143.16,14843.31,14243.57,14993.24,14693.37,14693.37,14693.37,14993.23,14843.3,13943.71,15742.89,14543.44,14093.64,15143.16,15143.16,15443.03,14993.24,14993.24,15592.97,14993.23,15592.97,14543.44,15293.1,15143.17,15143.17,14993.23,14843.3,14843.3,14543.43,14693.37,14993.24,14993.24,14693.37,14993.24,14993.23,14693.37,14693.37,14843.3,15293.11,14993.24,14393.5,14543.43,14993.24,15293.09,14693.37,15293.1,15293.1,14693.38,15443.03,15592.96,14693.37,15892.84,14993.23,14543.43,13943.71,15143.17,14993.24,15143.16,1497824.1500000008,385,3,03
2011/01/21,14695.88,15445.67,15295.71,14395.97,14695.88,14545.93,14395.96,14695.89,16195.46,15445.67,14995.8,15145.76,15595.63,14995.8,14995.8,15145.76,15445.67,14845.85,14246.02,15295.72,14096.05,15295.72,15295.71,15895.54,15445.68,14545.93,14545.93,15145.75,14695.88,14995.81,14246.01,15145.76,15745.6,14545.94,14695.89,14845.84,14995.8,14995.8,14545.92,14845.84,15295.71,15145.76,14395.97,15445.67,14995.8,14995.79,15295.72,14845.84,15445.67,14995.81,14995.8,15295.71,15445.68,14395.97,14096.05,15295.72,14096.06,14695.89,13946.09,15595.63,16045.5,16195.47,14695.88,15445.68,14995.8,14695.88,14995.79,15595.63,14995.8,14545.93,14695.89,15595.63,14545.92,14545.92,14995.81,15145.75,14995.81,14995.8,14545.92,15595.64,14845.83,14995.8,15595.64,14695.89,14995.8,15595.64,15295.71,15895.55,15295.71,15145.75,14695.88,14845.84,14845.84,15145.75,14995.8,14395.97,14845.85,14995.8,15145.76,15895.56,1501829.3900000001,386,4,03
2011/01/22,14695.52,14695.52,14545.56,15145.38,14245.65,15145.37,15445.29,14695.51,15145.38,15745.2,15595.24,15745.19,14395.61,14545.56,15145.38,14695.51,14995.42,15595.24,14545.55,15445.28,15145.38,15445.28,14545.56,14095.7,14395.6,14845.46,15145.38,14695.52,14695.51,14695.51,16045.1,14545.56,14695.51,14395.6,14395.6,14845.47,14545.56,15295.33,14845.47,15595.24,14395.61,14395.6,15295.33,14545.56,14695.51,15295.34,14995.42,14545.56,15445.28,15445.28,14995.42,14545.56,14845.47,15595.24,14395.61,14845.46,15295.32,14995.42,14845.47,14845.47,14845.47,15595.24,14995.43,14695.51,14245.65,14995.43,14845.47,14695.51,14545.56,15145.37,15145.37,14545.56,14245.66,14845.47,15445.28,14845.47,14545.55,14845.47,15145.38,15145.37,15745.2,15295.33,14395.6,15445.28,15295.33,15595.23,14845.47,15895.15,15145.38,14545.56,14845.47,14545.56,15745.19,14845.47,13795.79,15895.14,15295.33,14245.65,15145.38,14695.51,1493993.87,387,5,03
2011/01/23,15747.03,14697.23,14997.17,14247.31,15147.14,14547.26,15747.03,14847.2,15297.11,15597.05,14547.26,16046.97,14547.25,14697.23,14697.23,15147.14,14547.25,15447.09,15447.09,15447.09,15597.06,15297.11,15897,14547.25,14997.17,15297.11,14847.2,15297.11,15447.08,15297.11,15747.03,14997.17,14397.28,15147.14,14697.23,14097.34,15897,14547.25,15747.03,15447.08,14397.28,14697.23,14847.2,14997.17,15297.11,15747.03,14847.2,13947.37,14247.31,15147.14,14397.28,16046.97,15747.03,14697.23,14697.23,15297.11,15447.09,15147.14,14847.2,14847.2,14547.25,14697.23,14697.22,14997.17,14847.2,14997.17,14847.2,14847.2,14697.23,15597.06,14547.26,15597.06,14697.22,14847.2,15297.11,14697.22,14997.17,15147.14,15447.08,14697.23,15147.14,14847.2,15297.11,14997.17,15147.14,14547.26,15147.14,14997.17,15747.03,14697.22,14847.2,15897,14847.2,15447.08,15147.14,14847.2,14997.17,14697.23,14697.23,14997.17,1503766.219999999,388,6,03
2011/01/24,14848.31,14698.33,15748.21,15448.24,15898.19,14398.36,14548.34,14848.31,13798.43,13948.41,15148.28,14398.36,13948.41,15148.28,14698.33,14998.29,15148.28,15448.24,15598.23,14998.29,14998.29,15748.21,14698.33,15448.24,15148.28,15598.23,15448.24,14698.33,15148.28,15898.19,15898.19,15298.26,15448.24,14848.31,14848.31,14548.34,15448.24,15148.28,15298.26,15148.28,14848.31,14698.33,15148.28,14248.38,15148.28,14548.34,15448.24,15148.28,15748.21,15448.24,14998.29,15898.19,14548.35,15148.28,15598.22,14548.35,14998.3,14548.35,14098.4,14548.34,14698.33,14248.38,14998.29,15298.26,14398.36,14848.31,15598.22,15298.26,15298.26,15448.24,14848.31,15148.27,15598.22,15148.28,15448.24,15448.24,15148.28,14548.34,14548.34,14998.29,15298.26,16048.17,14848.31,15148.28,14998.29,15298.26,15298.26,14848.31,16048.17,15148.27,14548.34,14698.33,14848.31,15148.27,14548.35,14998.29,15148.28,14998.29,14998.29,15448.25,1505228.710000001,389,0,04
2011/01/25,15298.31,14998.34,14848.36,15148.32,14998.34,14248.42,15598.28,14848.35,15148.33,15148.33,14848.35,14548.39,14698.37,15148.32,15148.32,15148.32,15448.29,15298.3,14548.38,15148.32,16048.22,15298.3,14698.38,14698.38,14848.35,16198.2,15148.32,14398.41,14548.39,14998.33,14698.37,15148.32,15448.28,14698.36,14998.34,14398.41,14698.37,14848.35,14998.34,15448.29,14998.34,15148.32,15148.32,14998.34,14698.37,14698.38,14698.37,14398.41,15148.32,14548.38,15298.3,14248.42,15298.3,14848.36,14698.37,15448.28,15448.28,14398.4,15298.31,14848.36,14398.41,15148.32,15298.31,14098.44,15298.31,14248.43,14698.38,14848.35,15298.31,15298.3,14998.33,15748.26,14398.41,15448.29,15298.3,14998.34,14548.38,14998.34,15748.26,15448.29,14848.36,14848.36,15298.3,15298.3,15448.29,14698.37,14098.44,15898.24,14998.34,14848.36,15148.32,14548.39,15598.27,15298.31,14248.42,14398.4,15298.3,14248.42,14248.42,14998.33,1497434.0800000008,390,1,04
2011/01/26,14700.8,15150.82,15450.84,15450.84,14250.78,15150.83,15150.82,15600.85,14550.79,14400.78,15300.84,14550.79,15450.84,13950.76,14400.78,14550.8,15150.82,15600.86,15000.82,15000.82,16050.87,15300.83,15300.83,14700.79,14550.79,15150.83,14250.78,14700.79,14850.81,15000.82,14550.79,15300.83,15150.83,14550.8,15150.83,14250.78,15000.82,16050.88,15900.86,14850.81,14100.77,15150.83,16050.88,14250.77,14550.79,15150.82,14550.79,15300.83,14850.81,14700.81,14850.81,15450.84,15150.83,14100.77,15300.83,14700.81,15150.84,14850.81,15750.86,14850.81,14850.81,14850.81,15000.81,14850.81,15900.86,15150.82,15000.81,14850.81,15300.83,15600.86,14700.81,15450.84,15300.83,15000.81,15150.83,14250.77,15000.83,14550.79,15300.83,15750.86,15000.81,15000.81,14850.82,14550.8,15300.83,14850.82,15450.84,14850.81,14850.8,15450.84,15900.86,16200.88,15600.85,15450.84,15150.83,15300.84,15450.85,15150.83,15450.84,15000.83,1504882.0200000023,391,2,04
2011/01/27,16050.31,16050.31,14550.28,14550.28,14250.28,15300.29,14700.29,15000.29,14550.29,14850.29,15150.29,15600.3,14700.29,14250.28,15150.29,14850.28,15300.3,15450.29,14850.28,15300.29,15000.29,15000.29,15000.29,14850.29,14850.29,14850.28,14850.29,15600.31,14700.29,14100.27,14250.28,15150.29,14850.28,15000.28,15900.3,14850.29,14700.28,14550.28,15600.3,14700.29,14850.29,13800.27,14850.28,16500.32,14400.28,15300.3,15450.3,14700.29,14700.28,14550.28,14100.27,15750.31,15300.29,14550.28,14250.28,14550.28,15450.29,14550.28,15000.29,14550.28,15450.3,15300.29,15600.31,14550.28,15300.3,15450.31,15000.3,14550.28,14850.29,16050.31,15450.29,14400.28,15300.3,14700.29,14850.28,15150.3,14250.27,15000.29,14850.29,15150.29,14550.29,14700.29,14700.28,15150.29,14100.28,14700.28,15300.3,15150.3,14700.29,15300.3,14250.28,15150.29,15750.3,15150.3,15000.29,14550.28,15600.3,16050.31,14850.29,15750.3,1497628.9900000023,392,3,04
2011/01/28,15302.42,15302.42,14102.23,15302.42,15002.37,14402.28,15152.39,14552.3,14552.3,15002.37,14852.35,14702.33,15002.37,14702.33,15452.44,14552.3,14852.35,14852.35,14552.31,15152.4,15002.37,15002.37,15002.37,14252.25,14552.3,14102.23,15302.42,15452.44,15002.37,16052.54,15152.4,14252.26,15302.42,14702.33,14702.33,14552.3,15002.37,15152.4,15152.4,15002.37,14852.35,15302.42,15302.42,14402.28,15452.44,15152.39,15452.45,14852.35,14852.35,15002.38,15152.4,14552.3,15002.37,14552.3,14402.28,14702.33,14702.33,15452.45,15302.42,15302.42,14102.23,14852.35,15302.42,15002.37,14852.35,15152.39,15152.39,15302.42,14252.25,14552.3,14552.3,14852.35,15302.42,15452.44,15302.42,14402.28,15002.38,15002.37,14552.3,14852.35,15602.46,14402.28,14702.33,15152.4,14852.35,15152.4,14852.35,15152.4,14702.32,15152.39,15152.4,14252.26,14252.26,15152.39,15602.47,14402.28,15902.52,15152.4,15002.37,15152.4,1493336.21,393,4,04
2011/01/29,14853.05,14402.96,14703.02,15303.14,15003.08,15153.11,14703.02,15303.14,15003.08,14552.99,15003.08,15303.14,15453.18,15153.11,15003.08,15753.24,15453.18,15453.18,15153.11,15453.18,15003.08,15153.11,15003.08,14402.96,15003.08,15003.08,14703.02,15453.17,14552.99,14853.05,13652.8,14402.96,15603.21,14402.96,15753.24,15303.14,15003.08,15453.18,15153.11,13952.87,14402.96,15603.21,14703.02,15153.11,15153.11,15303.14,14252.93,15303.14,15303.14,14552.99,14853.05,15453.17,14703.02,15453.17,15153.11,14703.02,15003.08,14703.02,14252.93,15753.24,15303.14,14552.99,14853.05,15303.14,15603.21,14402.96,14703.02,14703.02,15003.08,15003.08,14402.96,14552.99,15453.17,15003.08,14853.05,15303.14,14703.02,14703.02,14853.05,15903.27,15303.14,15003.08,14703.02,15003.08,15153.11,15003.08,14552.99,14853.05,15003.08,14703.02,13952.87,14853.05,14252.93,14552.99,15303.14,15003.08,15153.11,14552.99,14703.02,14552.99,1495057.0600000008,394,5,04
